csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
9763,9780505523983,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9764,9780932096098,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9765,9780971447325,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9766,9780884043799,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9767,9780877932123,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9768,9780385314343,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9769,9780373258994,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9770,9780425171905,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9771,9780812572339,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9772,9780736412612,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9773,9780380808182,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9774,9780373613816,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9775,9780028632674,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9776,9780345275394,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9777,9780933855076,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9778,9780395299173,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9779,9780964140912,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9780,9780785100331,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9781,9780395276280,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9782,9780395253601,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9783,9780441078981,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9784,9781929180127,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9785,9780821754191,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9786,9780394278308,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9787,9780817455453,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9788,9780448164557,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9789,9780395249819,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9790,9780395284285,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9791,9780764560798,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9792,9780425057612,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9793,9780373264094,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9794,9780439568456,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9795,9781570670091,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9796,9780931411199,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9797,9780935526370,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9798,9780060158651,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9799,9780451519320,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9800,9780899972138,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9801,9781880032756,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9802,9780380001989,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9803,9781401902803,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9804,9780525442387,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9805,9780140234855,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9806,9780060532680,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9807,9780201091472,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9808,9780380808014,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9809,9780618176762,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9810,9780884113867,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9811,9780380787562,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9812,9780553213485,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9813,9780618176748,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9814,9780768204766,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
