csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
2655,9780385233590,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2656,9780881846720,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2657,9780671504052,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2658,9780385476492,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2659,9780684171630,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2660,9780894801532,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2661,9780373169009,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2662,9781566861021,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2663,9780962838811,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2664,9781892127181,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2665,9781932100006,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2666,9780761109600,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2667,9780679008491,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2668,9780892817740,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2669,9781559391535,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2670,9780380722136,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2671,9780738700618,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2672,9788449503696,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2673,9788495002938,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2674,9788427200265,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2675,9788427202931,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2676,9788427202801,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2677,9788427202610,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2678,9788427201163,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2679,9788427201248,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2680,9788427201514,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2681,9788427201552,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2682,9788427202993,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2683,9788427202757,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2684,9780194216456,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2685,9780194216661,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2686,9788484031369,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2687,9788476308462,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2688,9788420743554,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2689,9788428208932,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2690,9788482384221,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2691,9788423992164,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2692,9788431504380,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2693,9788486623685,,amazon,skipped,0,0,,0,0,0,0,1,,,data
